2024-04-08 19:03:48+00:00, Sun Elevation: 56.92477003415066, Sun Azimuth: 209.80596446332825,,,
2024-04-08 19:03:49+00:00, Sun Elevation: 56.92312842865104, Sun Azimuth: 209.8129078251118,,,
2024-04-08 19:03:50+00:00, Sun Elevation: 56.92148647479496, Sun Azimuth: 209.81985060563267,,,
2024-04-08 19:03:51+00:00, Sun Elevation: 56.91984417300615, Sun Azimuth: 209.82679280330024,,,
2024-04-08 19:03:52+00:00, Sun Elevation: 56.91820145672486, Sun Azimuth: 209.83373469872848,,,
2024-04-08 19:03:53+00:00, Sun Elevation: 56.916558459175796, Sun Azimuth: 209.8406757315281,,,
2024-04-08 19:03:54+00:00, Sun Elevation: 56.914915112825774, Sun Azimuth: 209.84761618409854,,,
2024-04-08 19:03:55+00:00, Sun Elevation: 56.913271419413086, Sun Azimuth: 209.85455605250445,,,
2024-04-08 19:03:56+00:00, Sun Elevation: 56.91162737782099, Sun Azimuth: 209.86149533924566,,,
2024-04-08 19:03:57+00:00, Sun Elevation: 56.90998298824562, Sun Azimuth: 209.86843404447893,,,
2024-04-08 19:03:58+00:00, Sun Elevation: 56.90833825111128, Sun Azimuth: 209.87537216661488,,,
2024-04-08 19:03:59+00:00, Sun Elevation: 56.906693099759714, Sun Azimuth: 209.88230998610294,,,
2024-04-08 19:04:00+00:00, Sun Elevation: 56.905047667278616, Sun Azimuth: 209.88924694347844,,,
2024-04-08 19:04:01+00:00, Sun Elevation: 56.90340188703267, Sun Azimuth: 209.8961833191978,,,
2024-04-08 19:04:02+00:00, Sun Elevation: 56.90175575976982, Sun Azimuth: 209.90311911109663, Satellite Name: SUCHAI-3, Satellite Elevation: 56.0427181083463, Satellite Azimuth: 213.92680645266955
2024-04-08 19:04:03+00:00, Sun Elevation: 56.90010928469694, Sun Azimuth: 209.9100543210948,,,
2024-04-08 19:04:04+00:00, Sun Elevation: 56.89846246220237, Sun Azimuth: 209.91698894856108,,,
2024-04-08 19:04:05+00:00, Sun Elevation: 56.896815292151025, Sun Azimuth: 209.92392299424253,,,
2024-04-08 19:04:06+00:00, Sun Elevation: 56.89516770834499, Sun Azimuth: 209.9308567360911,,,
2024-04-08 19:04:07+00:00, Sun Elevation: 56.89351991051919, Sun Azimuth: 209.93778933623236,,,
2024-04-08 19:04:08+00:00, Sun Elevation: 56.891871632206104, Sun Azimuth: 209.94472191274653,,,
2024-04-08 19:04:09+00:00, Sun Elevation: 56.890223073517724, Sun Azimuth: 209.95165362723336,,,
2024-04-08 19:04:10+00:00, Sun Elevation: 56.888574167583805, Sun Azimuth: 209.95858475879353,,,
